InterZone,InterZone_Name,CPP,Typology_Group,Typology_Name,Indicator,Type,Year,value,IndicatorFullName,High is Positive,Change,OverallZScore,CPPChangeScore,TypeChangeScore
S02001271,Sheddocksley,Aberdeen City,21,"Large Urban, Dep - Average,HH Inc 0-50%",Participation Rate,Raw data,2023/24,86.8263473053892,Participation Rate (%),Yes,0.029292870882227096,-0.1394233998481012,-0.11806980846195168,-0.13203238770633374
S02001272,Cummings Park,Aberdeen City,21,"Large Urban, Dep - Average,HH Inc 0-50%",Participation Rate,Raw data,2023/24,84.8684210526316,Participation Rate (%),Yes,-0.006953290829814995,-0.6477655432938558,-0.41964392669978157,-0.7568937650881246
S02001273,Northfield,Aberdeen City,5,"Large Urban, Dep - Child,HH Inc 10-20%",Participation Rate,Raw data,2023/24,81.2274368231047,Participation Rate (%),Yes,-0.030217062275078144,-0.9740333433182724,-0.6132023899717918,-1.536946227935895
S02001274,Heathryfold and Middlefield,Aberdeen City,5,"Large Urban, Dep - Child,HH Inc 10-20%",Participation Rate,Raw data,2023/24,84.5238095238095,Participation Rate (%),Yes,0.0162181541235773,-0.3227925961464783,-0.2268536352578578,-0.8858664703037797
S02001275,Kingswells,Aberdeen City,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Participation Rate,Raw data,2023/24,96.1538461538462,Participation Rate (%),Yes,0.00861488911390973,-0.4294262326376058,-0.290114069817395,-0.36053765057085624
S02001276,Bucksburn South,Aberdeen City,17,"Large Urban, Dep  - Adult, HH Inc 20-40%",Participation Rate,Raw data,2023/24,90.0763358778626,Participation Rate (%),Yes,-0.04326609078284749,-1.1570422691798048,-0.7217724862306582,-1.355309641885238
S02001277,Bucksburn North,Aberdeen City,19,"Large Urban, Dep  - Adult, HH Inc 60-80%",Participation Rate,Raw data,2023/24,88.7096774193548,Participation Rate (%),Yes,-0.007877078204763022,-0.6607213993649055,-0.42732999192380317,-0.3613562559200554
S02001278,Dyce,Aberdeen City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Participation Rate,Raw data,2023/24,88.8888888888889,Participation Rate (%),Yes,0.04041756809348063,0.016597325062884718,-0.02551046993668044,0.7167856935749837
S02001279,Danestone,Aberdeen City,22,"Large Urban, Dep - Average,HH Inc 50-100%",Participation Rate,Raw data,2023/24,97,Participation Rate (%),Yes,-0.00983331512061969,-0.6881570675825394,-0.443606209738275,-0.42642417250103737
S02001280,Oldmachar West,Aberdeen City,19,"Large Urban, Dep  - Adult, HH Inc 60-80%",Participation Rate,Raw data,2023/24,91.7241379310345,Participation Rate (%),Yes,-0.0827586206896549,-1.7109138063211369,-1.0503569299641784,-1.2556652833747763
S02001281,Oldmachar East,Aberdeen City,22,"Large Urban, Dep - Average,HH Inc 50-100%",Participation Rate,Raw data,2023/24,94.6745562130178,Participation Rate (%),Yes,0.0163568568561816,-0.3208473296392545,-0.22569960536044045,0.24857189442370015
S02001282,Balgownie and Donmouth West,Aberdeen City,21,"Large Urban, Dep - Average,HH Inc 0-50%",Participation Rate,Raw data,2023/24,94.1747572815534,Participation Rate (%),Yes,0.04761673404313571,0.11756358678580564,0.03438779296252582,0.18385966355814026
S02001283,Balgownie and Donmouth East,Aberdeen City,22,"Large Urban, Dep - Average,HH Inc 50-100%",Participation Rate,Raw data,2023/24,90.5882352941177,Participation Rate (%),Yes,-0.07599936106787619,-1.6161171061480595,-0.9941187611734329,-2.131713500800222
S02001284,Denmore,Aberdeen City,8,"Large Urban, Dep - Child,HH Inc 70-100%",Participation Rate,Raw data,2023/24,94.9275362318841,Participation Rate (%),Yes,-0.01879071883769734,-0.8137821155923934,-0.5181333044728463,-0.964315888770945
S02001285,East Cairngorms,Aberdeenshire,64,"Remote Rural, Dep - OP, HH Inc 50-100%",Participation Rate,Raw data,2023/24,96.8085106382979,Participation Rate (%),Yes,-0.014031449497585169,-0.7470347121898283,0.08034999197176208,-0.13257266936434534
S02001286,Aboyne and South Deeside,Aberdeenshire,67,"Remote Rural, Dep - not OP, HH Inc 80-100%",Participation Rate,Raw data,2023/24,95.3125,Participation Rate (%),Yes,-0.037630011287255516,-1.0779978518927729,-0.5946327734180391,-0.5564245733476685
S02001287,Mearns and Laurencekirk,Aberdeenshire,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Participation Rate,Raw data,2023/24,90.9871244635193,Participation Rate (%),Yes,-0.05662752655704295,-1.3444326183960291,-1.1380131500115411,-1.2150627546673756
S02001288,Mearns South and Benholm,Aberdeenshire,61,"Accessible Rural, Dep - not OP or Child, HH Inc 80-100%",Participation Rate,Raw data,2023/24,94.6107784431138,Participation Rate (%),Yes,0.047594655501395966,0.11725394149642843,1.843023460938093,0.4783107926929177
S02001289,Mearns North and Inverbervie,Aberdeenshire,58,"Accessible Rural, Dep -Child, HH Inc 90-100%",Participation Rate,Raw data,2023/24,90,Participation Rate (%),Yes,-0.03829179603863586,-1.0872791954372023,-0.6135616092327303,-1.0661518647826744
S02001290,"Fetteresso, Netherley and Catter",Aberdeenshire,58,"Accessible Rural, Dep -Child, HH Inc 90-100%",Participation Rate,Raw data,2023/24,94.5205479452055,Participation Rate (%),Yes,-0.05479452054794509,-1.3187252287138773,-1.0855842148914963,-1.409699223896408
S02001291,Stonehaven South,Aberdeenshire,43,"Other Urban, Dep - Average, HH Inc 60-80%",Participation Rate,Raw data,2023/24,92.8251121076233,Participation Rate (%),Yes,0.0401698066715932,0.013122541352929055,1.6306526800231638,0.4782525289386387
S02001292,Stonehaven North,Aberdeenshire,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Participation Rate,Raw data,2023/24,92.962962962963,Participation Rate (%),Yes,-0.011388854989574093,-0.7099730733014814,0.15593535029652186,-0.6643033018462783
S02001293,Newtonhill,Aberdeenshire,51,"Accessible Small Town, Dep - Average, HH Inc 50-100%",Participation Rate,Raw data,2023/24,93.75,Participation Rate (%),Yes,-0.04949143661133304,-1.2443509797485173,-0.9339016550587413,-1.715714286837033
S02001294,Portlethen,Aberdeenshire,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Participation Rate,Raw data,2023/24,96.0526315789474,Participation Rate (%),Yes,-0.010831555643719293,-0.7021571079514558,0.1718756205963694,-0.7356429147110449
S02001295,Banchory-Devenick and Findon,Aberdeenshire,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Participation Rate,Raw data,2023/24,93.0693069306931,Participation Rate (%),Yes,-0.02838124075154469,-0.9482864668442649,-0.33009289305200723,-0.8451015864602054
S02001296,"Dunecht, Durris and Drumoak",Aberdeenshire,58,"Accessible Rural, Dep -Child, HH Inc 90-100%",Participation Rate,Raw data,2023/24,95.8115183246073,Participation Rate (%),Yes,0.021913197899469994,-0.2429212215426157,1.1084642354272964,0.1871724975810758
S02001297,Banchory East,Aberdeenshire,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Participation Rate,Raw data,2023/24,97.4747474747475,Participation Rate (%),Yes,9.410464098493776e-4,-0.5370497012861936,0.5086039161923206,-0.4610472832702325
S02001298,Banchory West,Aberdeenshire,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Participation Rate,Raw data,2023/24,95.6140350877193,Participation Rate (%),Yes,-0.04385964912280693,-1.165366756643945,-0.7728172836053516,-0.8188122323813154
S02001299,Crathes and Torphins,Aberdeenshire,61,"Accessible Rural, Dep - not OP or Child, HH Inc 80-100%",Participation Rate,Raw data,2023/24,96.2962962962963,Participation Rate (%),Yes,-0.02789338507545458,-0.9414444292777484,-0.31613889974117115,-0.8034058181068032
S02001300,Cromar and Kildrummy,Aberdeenshire,67,"Remote Rural, Dep - not OP, HH Inc 80-100%",Participation Rate,Raw data,2023/24,94.5355191256831,Participation Rate (%),Yes,-0.037596582722551175,-1.0775290257486665,-0.5936766259524331,-0.5556366532311743
S02001301,Howe of Alford,Aberdeenshire,67,"Remote Rural, Dep - not OP, HH Inc 80-100%",Participation Rate,Raw data,2023/24,94.3217665615142,Participation Rate (%),Yes,-0.05114104612647552,-1.2674862855896718,-0.9810849538660266,-0.8748832400189489
S02001302,Kemnay,Aberdeenshire,51,"Accessible Small Town, Dep - Average, HH Inc 50-100%",Participation Rate,Raw data,2023/24,93.1034482758621,Participation Rate (%),Yes,-0.01313600099962331,-0.734476300835393,0.10596224363376806,-0.9156146116283104
S02001303,Inverurie North,Aberdeenshire,43,"Other Urban, Dep - Average, HH Inc 60-80%",Participation Rate,Raw data,2023/24,93.2203389830508,Participation Rate (%),Yes,-0.023692533486664336,-0.8825286765448551,-0.1959831695883724,-1.4682632923621766
S02001304,Inverurie South,Aberdeenshire,40,"Other Urban, Dep - Average, HH Inc 30-40%",Participation Rate,Raw data,2023/24,91.5730337078652,Participation Rate (%),Yes,-0.015174709260703856,-0.763068606291944,0.04764966712372297,-1.2052703519605124
S02001305,Durno-Chapel of Garioch,Aberdeenshire,31,"Other Urban, Dep - Child, HH Inc 80-100%",Participation Rate,Raw data,2023/24,95.0437317784257,Participation Rate (%),Yes,0.023990329395498167,-0.21379004110761676,1.1678758204960549,-0.1138322592301743
S02001306,Kintore,Aberdeenshire,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Participation Rate,Raw data,2023/24,93.7908496732026,Participation Rate (%),Yes,0.011439130975025691,-0.3898170411128674,0.8088775605887523,-0.32354659888240145
S02001307,Blackburn,Aberdeenshire,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Participation Rate,Raw data,2023/24,94.6428571428571,Participation Rate (%),Yes,-0.04976426541354573,-1.248177326361777,-0.9417052975449592,-1.1251698700650092
S02001308,Westhill North and South,Aberdeenshire,31,"Other Urban, Dep - Child, HH Inc 80-100%",Participation Rate,Raw data,2023/24,94.7089947089947,Participation Rate (%),Yes,-0.026265395968840588,-0.9186123435375485,-0.2695740031597285,-1.7728984321797143
S02001309,Westhill Central,Aberdeenshire,26,"Other Urban, Dep - OP, HH Inc 70-100%",Participation Rate,Raw data,2023/24,92.8571428571429,Participation Rate (%),Yes,-0.05788564351601855,-1.3620773521118927,-1.1739987016617641,-1.866590208489289
S02001310,Garlogie and Elrick,Aberdeenshire,31,"Other Urban, Dep - Child, HH Inc 80-100%",Participation Rate,Raw data,2023/24,96.7914438502674,Participation Rate (%),Yes,0.03910947508276963,-0.0017483086120409046,1.6003243255059163,0.38528824876765216
S02001311,Newmachar and Fintray,Aberdeenshire,58,"Accessible Rural, Dep -Child, HH Inc 90-100%",Participation Rate,Raw data,2023/24,88.5416666666667,Participation Rate (%),Yes,0.004724958539325863,-0.48398140628188663,0.6168340488550673,-0.1706456455177343
S02001312,Balmedie and Potterton,Aberdeenshire,58,"Accessible Rural, Dep -Child, HH Inc 90-100%",Participation Rate,Raw data,2023/24,94.2307692307692,Participation Rate (%),Yes,0.061371532778812465,0.31047074003165875,2.2370794549443453,1.008600906882617
S02001313,Ellon East,Aberdeenshire,44,"Other Urban, Dep - Average, HH Inc 80-100%",Participation Rate,Raw data,2023/24,95.3781512605042,Participation Rate (%),Yes,0.06998345636749104,0.43125052717269224,2.4834037882245354,1.0629408560646103
S02001314,Ellon West,Aberdeenshire,26,"Other Urban, Dep - OP, HH Inc 70-100%",Participation Rate,Raw data,2023/24,93.1506849315068,Participation Rate (%),Yes,-0.03480072186717853,-1.038317869784419,-0.513707435091379,-1.168960688714906
S02001315,Ythanside,Aberdeenshire,61,"Accessible Rural, Dep - not OP or Child, HH Inc 80-100%",Participation Rate,Raw data,2023/24,91.8367346938776,Participation Rate (%),Yes,-0.02797107940223653,-0.9425340701871413,-0.3183611678613129,-0.8047249954021783
S02001316,Ythsie,Aberdeenshire,58,"Accessible Rural, Dep -Child, HH Inc 90-100%",Participation Rate,Raw data,2023/24,93.4959349593496,Participation Rate (%),Yes,-0.027109729871165,-0.9304538871774345,-0.2937242389826912,-0.8333679205859081
S02001317,Barrahill,Aberdeenshire,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Participation Rate,Raw data,2023/24,93.9024390243902,Participation Rate (%),Yes,0.015738340430388797,-0.329521847182431,0.931846592050712,-0.26723687506859506
S02001318,Fyvie-Rothie,Aberdeenshire,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Participation Rate,Raw data,2023/24,91.9075144508671,Participation Rate (%),Yes,0.015747800967348624,-0.3293891658333129,0.932117189024211,-0.38688577380687417
S02001319,"Insch, Oyne and Ythanwells",Aberdeenshire,57,"Accessible Rural, Dep -Child, HH Inc 0-90%",Participation Rate,Raw data,2023/24,95.3488372093023,Participation Rate (%),Yes,-0.011618046076267263,-0.713187413324402,0.1493798646327061,-1.6783665714128897
S02001320,Clashindarroch,Aberdeenshire,67,"Remote Rural, Dep - not OP, HH Inc 80-100%",Participation Rate,Raw data,2023/24,92.2651933701657,Participation Rate (%),Yes,-0.02919231441499004,-0.9596615450620292,-0.35329179598374516,-0.35754582514711847
S02001321,Huntly,Aberdeenshire,52,"Remote Small Town, Dep -OP, HH Inc 0-100%",Participation Rate,Raw data,2023/24,89.9280575539568,Participation Rate (%),Yes,-0.029376596219001794,-0.9622460451256114,-0.35856275456128534,-0.38827808221695054
S02001322,Auchterless and Monquhitter,Aberdeenshire,67,"Remote Rural, Dep - not OP, HH Inc 80-100%",Participation Rate,Raw data,2023/24,92.3076923076923,Participation Rate (%),Yes,-0.013567872882062626,-0.7405331815654763,0.09360953840956301,0.010726396579066726
S02001323,Turriff,Aberdeenshire,52,"Remote Small Town, Dep -OP, HH Inc 0-100%",Participation Rate,Raw data,2023/24,87.1508379888268,Participation Rate (%),Yes,-0.07543859136356978,-1.6082524700044798,-1.6760605385008724,-1.2869474978011772
S02001324,"Portsoy, Fordyce and Cornhill",Aberdeenshire,63,"Remote Rural, Dep - OP, HH Inc 40-50%",Participation Rate,Raw data,2023/24,88.9908256880734,Participation Rate (%),Yes,-0.08949360099836978,-1.8053699960108613,-2.0780718710317494,-1.8297904950386044
S02001325,Aberchirder and Whitehills,Aberdeenshire,63,"Remote Rural, Dep - OP, HH Inc 40-50%",Participation Rate,Raw data,2023/24,92.0731707317073,Participation Rate (%),Yes,-0.051256530201339356,-1.2691059170037928,-0.984388111105219,-1.038729294658142
S02001326,Banff,Aberdeenshire,53,"Remote Small Town, Dep not OP, HH Inc 0-100%",Participation Rate,Raw data,2023/24,87.5,Participation Rate (%),Yes,-0.014581205768164462,-0.7547448880473226,0.06462547404930019,-0.04652927726148182
S02001327,Macduff,Aberdeenshire,53,"Remote Small Town, Dep not OP, HH Inc 0-100%",Participation Rate,Raw data,2023/24,85.8823529411765,Participation Rate (%),Yes,-0.053742531957492456,-1.303971386936101,-1.0554944927181285,-0.6660640358551971
S02001328,Gardenstown and King Edward,Aberdeenshire,64,"Remote Rural, Dep - OP, HH Inc 50-100%",Participation Rate,Raw data,2023/24,93.4959349593496,Participation Rate (%),Yes,-0.018581841386964726,-0.8108526685555884,-0.04980353723378386,-0.25399733834727367
S02001329,New Pitsligo,Aberdeenshire,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Participation Rate,Raw data,2023/24,92.9133858267717,Participation Rate (%),Yes,0.011870328085965776,-0.3837696238617857,0.8212109655209898,-0.17640652653733488
S02001330,Deer and Mormond,Aberdeenshire,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Participation Rate,Raw data,2023/24,93.5185185185185,Participation Rate (%),Yes,8.781925612355579e-4,-0.537931208696054,0.5068061259315886,-0.39541642751801753
S02001331,Mintlaw,Aberdeenshire,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Participation Rate,Raw data,2023/24,90.3508771929825,Participation Rate (%),Yes,-0.08476178731850359,-1.7390076504604914,-1.9427291873795862,-2.1034759371147445
S02001332,Auchnagatt,Aberdeenshire,58,"Accessible Rural, Dep -Child, HH Inc 90-100%",Participation Rate,Raw data,2023/24,94.2148760330578,Participation Rate (%),Yes,-5.593815872773078e-5,-0.5510321272489529,0.480087457979867,-0.27017251054449787
S02001333,Cruden,Aberdeenshire,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Participation Rate,Raw data,2023/24,88.1656804733728,Participation Rate (%),Yes,-0.05692980983803009,-1.3486720557247482,-1.1466592703450742,-1.5471967028676483
S02001334,Peterhead Links,Aberdeenshire,42,"Other Urban, Dep - Average, HH Inc 50-60%",Participation Rate,Raw data,2023/24,91.7197452229299,Participation Rate (%),Yes,-0.005357201224983843,-0.6253808390237263,0.3284569799696919,-0.48829334841975247
S02001335,Peterhead Bay,Aberdeenshire,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2023/24,83.1325301204819,Participation Rate (%),Yes,-0.057766709109194236,-1.3604093307700789,-1.170596855585983,-1.4990615688852962
S02001336,Peterhead Harbour,Aberdeenshire,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2023/24,83.1501831501832,Participation Rate (%),Yes,0.017284581741341842,-0.30783625110363005,0.9760732803264307,-0.6654806543439069
S02001337,Peterhead Ugieside,Aberdeenshire,42,"Other Urban, Dep - Average, HH Inc 50-60%",Participation Rate,Raw data,2023/24,93.0817610062893,Participation Rate (%),Yes,-0.028424665281896355,-0.9488954835730558,-0.3313349522013641,-0.8983583843724122
S02001338,Longside and Rattray,Aberdeenshire,57,"Accessible Rural, Dep -Child, HH Inc 0-90%",Participation Rate,Raw data,2023/24,94.1340782122905,Participation Rate (%),Yes,0.0013782568614537638,-0.5309179486368746,0.5211093189499761,-1.2263540750331434
S02001339,Rosehearty and Strathbeg,Aberdeenshire,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Participation Rate,Raw data,2023/24,89.6551724137931,Participation Rate (%),Yes,-0.028192688045385217,-0.9456420685887178,-0.324699775108652,-0.9746315098605839
S02001340,Fraserburgh Smiddyhill,Aberdeenshire,25,"Other Urban, Dep - OP, HH Inc 50-70%",Participation Rate,Raw data,2023/24,96.1325966850829,Participation Rate (%),Yes,-0.027119841356456842,-0.9305956978923872,-0.29401345484106917,-0.9693041060092968
S02001341,Fraserburgh Lochpots,Aberdeenshire,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Participation Rate,Raw data,2023/24,87,Participation Rate (%),Yes,-0.005307083672905333,-0.6246779545624627,0.329890477663239,-0.8652497506612097
S02001342,Fraserburgh Central-Academy,Aberdeenshire,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2023/24,89.5348837209302,Participation Rate (%),Yes,-0.01754599295754511,-0.796325187961108,-0.020175467368933574,-1.0523374556389238
S02001343,Fraserburgh Harbour and Broadsea,Aberdeenshire,32,"Other Urban, Dep -Student, HH Inc 0-30%",Participation Rate,Raw data,2023/24,86.1635220125786,Participation Rate (%),Yes,0.058338087538369665,0.267927530413971,2.150314707359225,-0.07301455765177192
S02001344,South Angus,Angus,61,"Accessible Rural, Dep - not OP or Child, HH Inc 80-100%",Participation Rate,Raw data,2023/24,93.953488372093,Participation Rate (%),Yes,-0.03740257963575622,-1.0748081874497057,-0.8220375202998302,-0.9648630837892641
S02001345,Monikie,Angus,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Participation Rate,Raw data,2023/24,94.4827586206897,Participation Rate (%),Yes,-0.025933300501725265,-0.913954798749132,-0.6009539902026153,-0.9296149395043792
S02001346,Monifieth West,Angus,2,"Large Urban, Dep - OP, HH Inc 70-90%",Participation Rate,Raw data,2023/24,95.4954954954955,Participation Rate (%),Yes,0.052502158620317596,0.18608028162751422,0.910979583376958,1.1670070749242387
S02001347,Monifieth East,Angus,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Participation Rate,Raw data,2023/24,93.7823834196891,Participation Rate (%),Yes,0.012454501998549583,-0.37557675033142,0.13901499915205262,0.20619272447653078
S02001348,Carnoustie West,Angus,42,"Other Urban, Dep - Average, HH Inc 50-60%",Participation Rate,Raw data,2023/24,86.5546218487395,Participation Rate (%),Yes,-0.058268733749493595,-1.3674500840432062,-1.2242566098439753,-1.4288895679886537
S02001349,Carnoustie East,Angus,26,"Other Urban, Dep - OP, HH Inc 70-100%",Participation Rate,Raw data,2023/24,95.260663507109,Participation Rate (%),Yes,-0.02323221903491668,-0.8760728968427323,-0.5488875421910453,-0.8193589357548758
S02001350,Arbroath Landward,Angus,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Participation Rate,Raw data,2023/24,98.019801980198,Participation Rate (%),Yes,0.07276175155544129,0.47021532963061535,1.3015065094450262,1.036808557521588
S02001351,Arbroath Kirkton,Angus,33,"Other Urban, Dep -Student, HH Inc 30-70%",Participation Rate,Raw data,2023/24,91.4163090128755,Participation Rate (%),Yes,-0.016092225189656695,-0.7759365071106546,-0.41125595909540574,-0.7657365821789227
S02001352,Arbroath Keptie,Angus,24,"Other Urban, Dep - OP, HH Inc 30-50%",Participation Rate,Raw data,2023/24,91.1764705882353,Participation Rate (%),Yes,0.004740173094311517,-0.48376802646102657,-0.009687551945465252,-0.888253404190986
S02001353,Arbroath Harbour,Angus,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2023/24,85.1851851851852,Participation Rate (%),Yes,0.15722095181646822,1.654731671953853,2.9295546129645786,0.8887669278479847
S02001354,Arbroath Cliffburn,Angus,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2023/24,90.2877697841727,Participation Rate (%),Yes,0.021531300626734362,-0.24827722253772305,0.31398071925092097,-0.8838696973485018
S02001355,Arbroath Warddykes,Angus,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2023/24,87.8787878787879,Participation Rate (%),Yes,-0.019968700300710518,-0.8303029716930972,-0.48597946977733353,-1.4859489656433342
S02001356,Lunan,Angus,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Participation Rate,Raw data,2023/24,92.8571428571429,Participation Rate (%),Yes,0.09516202932303397,0.7843728755970683,1.7332975946687954,1.0870578302694602
S02001357,Montrose South,Angus,39,"Other Urban, Dep - Average, HH Inc 20-30%",Participation Rate,Raw data,2023/24,89.1891891891892,Participation Rate (%),Yes,0.019356325813608688,-0.2787806277597306,0.27205558132907876,-0.4021187104566022
S02001358,Montrose North,Angus,41,"Other Urban, Dep - Average, HH Inc 40-50%",Participation Rate,Raw data,2023/24,90.1960784313726,Participation Rate (%),Yes,0.015598778212966069,-0.33147916772059827,0.19962453502264668,-0.5210484669821664
S02001359,Hillside,Angus,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Participation Rate,Raw data,2023/24,91.2087912087912,Participation Rate (%),Yes,3.145910186657108e-4,-0.5458355605685478,-0.094995730130406,-0.4066457575925129
S02001360,Friockheim,Angus,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Participation Rate,Raw data,2023/24,92.6829268292683,Participation Rate (%),Yes,-0.05662136451893951,-1.3443461975583586,-1.1925016755880131,-1.7300716336896231
S02001361,Brechin East,Angus,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Participation Rate,Raw data,2023/24,88.8235294117647,Participation Rate (%),Yes,-0.02202674823000672,-0.8591665105142284,-0.5256507076991676,-0.7618723968662129
S02001362,Brechin West,Angus,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Participation Rate,Raw data,2023/24,94.4,Participation Rate (%),Yes,-1.2499502310137078e-4,-0.5520006301964988,-0.10346925603901921,-0.5915417745469894
S02001363,Letham and Glamis,Angus,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Participation Rate,Raw data,2023/24,95.6284153005464,Participation Rate (%),Yes,-0.03191114158848907,-0.9977923254744523,-0.7161837439105476,-1.0935941061506051
S02001364,Forfar East,Angus,24,"Other Urban, Dep - OP, HH Inc 30-50%",Participation Rate,Raw data,2023/24,92.5531914893617,Participation Rate (%),Yes,0.0648012854774207,0.3585720494103048,1.1480593815844817,0.4322300194364402
S02001365,Forfar Central,Angus,39,"Other Urban, Dep - Average, HH Inc 20-30%",Participation Rate,Raw data,2023/24,86.1471861471861,Participation Rate (%),Yes,-0.01008942424968462,-0.6917489255193657,-0.29554507554543996,-0.8436803865592539
S02001366,Forfar West,Angus,23,"Other Urban, Dep - OP, HH Inc 0-30%",Participation Rate,Raw data,2023/24,85.7142857142857,Participation Rate (%),Yes,-0.06161816160533484,-1.4144248602714318,-1.2888206792612198,-1.4374675260665402
S02001367,Kirriemuir Landward,Angus,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Participation Rate,Raw data,2023/24,93.9393939393939,Participation Rate (%),Yes,0.05384479322390501,0.20491035135115374,0.936860407648732,0.3202018505870344
S02001368,Kirriemuir,Angus,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Participation Rate,Raw data,2023/24,89.7777777777778,Participation Rate (%),Yes,-0.030687810473726707,-0.9806354533630647,-0.6926026314300836,-1.0847979386197395
S02001369,Angus Glens,Angus,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Participation Rate,Raw data,2023/24,96,Participation Rate (%),Yes,-0.040000000000000036,-1.1112362717770647,-0.8721057814837044,-1.6500927445618268
S02001370,"Mull, Iona, Coll and Tiree",Argyll and Bute,64,"Remote Rural, Dep - OP, HH Inc 50-100%",Participation Rate,Raw data,2023/24,98.5294117647059,Participation Rate (%),Yes,0.013338060944995567,-0.36318508656670745,0.15324097325307365,0.5977674478180226
S02001371,Oban South,Argyll and Bute,53,"Remote Small Town, Dep not OP, HH Inc 0-100%",Participation Rate,Raw data,2023/24,95.1923076923077,Participation Rate (%),Yes,-0.006320138979599266,-0.6388857680717975,-0.19132399611611173,0.0841613432204933
S02001372,Oban North,Argyll and Bute,53,"Remote Small Town, Dep not OP, HH Inc 0-100%",Participation Rate,Raw data,2023/24,96.7032967032967,Participation Rate (%),Yes,0.008470672864058004,-0.4314488246613284,0.06792637519987696,0.3181529603752369
S02001373,Benderloch Trail,Argyll and Bute,64,"Remote Rural, Dep - OP, HH Inc 50-100%",Participation Rate,Raw data,2023/24,94.5378151260504,Participation Rate (%),Yes,-0.041119456110505936,-1.1269363263988195,-0.80127941865089225,-0.8554010138983693
S02001374,Loch Awe,Argyll and Bute,64,"Remote Rural, Dep - OP, HH Inc 50-100%",Participation Rate,Raw data,2023/24,100,Participation Rate (%),Yes,0.020915343557591948,-0.2569158458293692,0.2860540569192143,0.7999630070998549
S02001375,Mid Argyll,Argyll and Bute,64,"Remote Rural, Dep - OP, HH Inc 50-100%",Participation Rate,Raw data,2023/24,95,Participation Rate (%),Yes,-0.03067944850417159,-0.9805181791103909,-0.6182890678105775,-0.5768152352235469
S02001376,Greater Lochgilphead,Argyll and Bute,65,"Remote Rural, Dep - not OP, HH Inc 0-60%",Participation Rate,Raw data,2023/24,96.8253968253968,Participation Rate (%),Yes,0.043905884985938615,0.06551998065929775,0.6890276370753603,0.4330123992339871
S02001377,Knapdale,Argyll and Bute,63,"Remote Rural, Dep - OP, HH Inc 40-50%",Participation Rate,Raw data,2023/24,100,Participation Rate (%),Yes,0.04692702560715234,0.10789062148024273,0.7419815814650557,0.9925246663936941
S02001378,Whisky Isles,Argyll and Bute,62,"Remote Rural, Dep - OP, HH Inc 0-40%",Participation Rate,Raw data,2023/24,92.948717948718,Participation Rate (%),Yes,-0.05633711795968466,-1.340359720139132,-1.0680115309015494,-1.8022674398263967
S02001379,Kintyre Trail,Argyll and Bute,62,"Remote Rural, Dep - OP, HH Inc 0-40%",Participation Rate,Raw data,2023/24,95.1219512195122,Participation Rate (%),Yes,-0.010008815475779365,-0.6906184103152161,-0.2559783748890617,-0.5564285819862115
S02001380,Campbeltown,Argyll and Bute,52,"Remote Small Town, Dep -OP, HH Inc 0-100%",Participation Rate,Raw data,2023/24,92.5925925925926,Participation Rate (%),Yes,-0.017135413477356032,-0.7905669271369056,-0.3808919494553441,-0.1494526360770687
